::1 - - [01/Feb/2021:18:18:02 +0000] "POST /api/v1/proyecto8/usuarios/registro HTTP/1.1" 201 136 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:19:13 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 500 36 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:20:02 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:21:04 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 500 1582 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:22:55 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 500 50 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:24:11 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 500 31 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:24:29 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 500 50 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:24:41 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 500 50 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:29:09 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:29:15 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 500 50 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:37:39 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 500 50 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:39:50 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 500 52 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:40:32 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 500 52 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:40:36 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 500 35 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:40:46 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:41:21 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:41:33 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:42:10 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:42:40 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:43:38 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:18:43:46 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:19:00:08 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:19:00:12 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 401 35 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:19:01:26 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 500 52 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:19:03:06 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 200 181 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:23:47:11 +0000] "POST /api/v1/proyecto8/usuarios/registro HTTP/1.1" 201 128 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:23:48:21 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 264 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:23:48:24 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 200 175 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:23:52:56 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 264 "-" "PostmanRuntime/7.26.8"
::1 - - [01/Feb/2021:23:52:59 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 200 175 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:00:39:20 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 264 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:00:39:24 +0000] "PUT /api/v1/proyecto8/usuarios/actualizar HTTP/1.1" 500 47 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:00:39:37 +0000] "PUT /api/v1/proyecto8/usuarios/actualizar HTTP/1.1" 200 128 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:00:39:44 +0000] "PUT /api/v1/proyecto8/usuarios/actualizar HTTP/1.1" 200 128 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:00:39:47 +0000] "PUT /api/v1/proyecto8/usuarios/actualizar HTTP/1.1" 200 129 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:00:40:00 +0000] "PUT /api/v1/proyecto8/usuarios/actualizar HTTP/1.1" 409 46 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:00:40:08 +0000] "PUT /api/v1/proyecto8/usuarios/actualizar HTTP/1.1" 200 128 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:00:40:15 +0000] "PUT /api/v1/proyecto8/usuarios/actualizar HTTP/1.1" 200 128 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:00:40:31 +0000] "PUT /api/v1/proyecto8/usuarios/actualizar HTTP/1.1" 409 58 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:00:40:46 +0000] "PUT /api/v1/proyecto8/usuarios/actualizar HTTP/1.1" 200 128 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:00:41:00 +0000] "PUT /api/v1/proyecto8/usuarios/actualizar HTTP/1.1" 200 129 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:09:21:29 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 265 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:09:21:34 +0000] "GET /api/v1/proyecto8/usuarios/perfil HTTP/1.1" 200 176 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:09:21:46 +0000] "PUT /api/v1/proyecto8/usuarios/actualizar HTTP/1.1" 200 132 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:00:18 +0000] "GET /api/v1/proyecto8/articulos HTTP/1.1" 500 53 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:01:07 +0000] "GET /api/v1/proyecto8/articulos HTTP/1.1" 200 2 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:02:04 +0000] "GET /api/v1/proyecto8/articulos/2 HTTP/1.1" 400 28 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:08:28 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 265 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:09:51 +0000] "GET /api/v1/proyecto8/articulos/2 HTTP/1.1" 400 34 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:09:56 +0000] "GET /api/v1/proyecto8/articulos HTTP/1.1" 200 2 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:20:26 +0000] "POST /api/v1/proyecto8/articulos HTTP/1.1" 400 65 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:21:08 +0000] "POST /api/v1/proyecto8/articulos HTTP/1.1" 500 218 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:31:37 +0000] "POST /api/v1/proyecto8/articulos HTTP/1.1" 201 118 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:31:52 +0000] "POST /api/v1/proyecto8/articulos HTTP/1.1" 201 124 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:34:06 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:34:40 +0000] "GET /api/v1/proyecto8/usuarios/logout HTTP/1.1" 404 171 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:34:53 +0000] "GET /api/v1/proyecto8/usuarios/logout HTTP/1.1" 404 171 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:34:58 +0000] "POST /api/v1/proyecto8/articulos HTTP/1.1" 401 25 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:35:04 +0000] "POST /api/v1/proyecto8/usuarios/login HTTP/1.1" 200 267 "-" "PostmanRuntime/7.26.8"
::1 - - [02/Feb/2021:10:35:08 +0000] "POST /api/v1/proyecto8/articulos HTTP/1.1" 201 124 "-" "PostmanRuntime/7.26.8"
